Sample,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
381,-122834,-8388608,5302176,6078305,-1037589,-7530004,465807,1027339
382,-122672,-8388608,5301969,6078238,-1037559,-7529502,465714,1027097
383,-122713,-8388608,5301786,6078219,-1037579,-7529172,465718,1027184
384,-122987,-8388608,5301674,6078221,-1037604,-7528943,465866,1027691
385,-123382,-8388608,5301548,6078225,-1037574,-7528606,466047,1028374
386,-123689,-8388608,5301393,6078243,-1037537,-7528026,466134,1028875
387,-124112,-8388608,5301246,6078271,-1037551,-7527624,466235,1029524
388,-124397,-8388608,5301104,6078312,-1037584,-7527109,466315,1030014
389,-124481,-8388608,5300918,6078338,-1037672,-7526459,466381,1030278
390,-124554,-8388608,5300793,6078351,-1037749,-7525840,466427,1030419
391,-124605,-8388608,5300674,6078354,-1037822,-7525317,466365,1030411
392,-124576,-8388608,5300548,6078378,-1037836,-7524478,466188,1030164
393,-124559,-8388608,5300351,6078385,-1037902,-7523699,466029,1029974
394,-124454,-8388608,5300123,6078338,-1038049,-7523193,465896,1029768
395,-124282,-8388608,5299953,6078300,-1038167,-7522786,465712,1029394
396,-124056,-8388608,5299776,6078291,-1038299,-7522351,465489,1028891
397,-123721,-8388608,5299598,6078269,-1038468,-7521409,465287,1028315
398,-123440,-8388608,5299453,6078266,-1038675,-7520669,465158,1027854
399,-123419,-8388608,5299351,6078281,-1038904,-7520394,465105,1027831
400,-123544,-8388608,5299230,6078315,-1039076,-7519854,465140,1028081
401,-123832,-8388608,5299173,6078376,-1039197,-7519153,465282,1028659
402,-124159,-8388608,5299093,6078404,-1039319,-7518447,465392,1029301
403,-124492,-8388608,5298991,6078414,-1039404,-7517508,465433,1029794
404,-124882,-8388608,5298939,6078479,-1039505,-7515929,465473,1030328
405,-125157,-8388608,5298875,6078508,-1039613,-7514026,465453,1030576
406,-125246,-8388608,5298675,6078473,-1039736,-7513374,465368,1030557
407,-125288,-8388608,5298540,6078501,-1039906,-7513112,465351,1030643
408,-125332,-8388608,5298466,6078534,-1040096,-7512711,465316,1030683
409,-123721,-8388608,5299598,6078269,-1038468,-7521409,465287,1028315
410,-123440,-8388608,5299453,6078266,-1038675,-7520669,465158,1027854
411,-123419,-8388608,5299351,6078281,-1038904,-7520394,465105,1027831
412,-123544,-8388608,5299230,6078315,-1039076,-7519854,465140,1028081
413,-123832,-8388608,5299173,6078376,-1039197,-7519153,465282,1028659
414,-124159,-8388608,5299093,6078404,-1039319,-7518447,465392,1029301
415,-124492,-8388608,5298991,6078414,-1039404,-7517508,465433,1029794
416,-124882,-8388608,5298939,6078479,-1039505,-7515929,465473,1030328
417,-125157,-8388608,5298875,6078508,-1039613,-7514026,465453,1030576
418,-125246,-8388608,5298675,6078473,-1039736,-7513374,465368,1030557
419,-125288,-8388608,5298540,6078501,-1039906,-7513112,465351,1030643
420,-125332,-8388608,5298466,6078534,-1040096,-7512711,465316,1030683
421,-125369,-8388608,5298441,6078564,-1040264,-7512480,465276,1030714
422,-125319,-8388608,5298317,6078573,-1040441,-7512442,465234,1030644
423,-125181,-8388608,5298193,6078584,-1040671,-7512523,465127,1030383
424,-124996,-8388608,5298137,6078557,-1040844,-7512455,464939,1029823
425,-124694,-8388608,5298033,6078479,-1040964,-7511943,464519,1028766
426,-124395,-8388608,5297761,6078429,-1041091,-7511691,464196,1028017
427,-124248,-8388608,5297625,6078431,-1041364,-7512109,464308,1028089
428,-124172,-8388608,5297674,6078434,-1041511,-7512191,464346,1028099
429,-124336,-8388608,5297703,6078475,-1041634,-7512006,464403,1028459
430,-124685,-8388608,5297771,6078524,-1041773,-7511896,464563,1029209
431,-125047,-8388608,5297837,6078537,-1041860,-7511694,464708,1029806
432,-125423,-8388608,5297868,6078546,-1041901,-7511372,464819,1030341
433,-125774,-8388608,5297866,6078529,-1041917,-7511082,464904,1030944
434,-125933,-8388608,5297918,6078476,-1041966,-7510934,464939,1031254
435,-125994,-8388608,5298005,6078430,-1041946,-7510738,464896,1031276
436,-126020,-8388608,5298007,6078284,-1041866,-7510419,464719,1030933
437,-126089,-8388608,5297917,6078144,-1041824,-7510626,464723,1030969
438,-126093,-8388608,5297924,6078026,-1041794,-7510968,464806,1031164
439,-126007,-8388608,5297943,6077861,-1041722,-7510639,464761,1030976
440,-125807,-8388608,5297926,6077712,-1041636,-7510436,464659,1030669
441,-125556,-8388608,5297934,6077491,-1041477,-7510539,464523,1030233
442,-125237,-8388608,5297904,6077244,-1041317,-7510554,464283,1029485
443,-124877,-8388608,5297838,6076970,-1041176,-7510675,464214,1029008
444,-124726,-8388608,5297888,6076740,-1041027,-7510764,464253,1028909
445,-124731,-8388608,5297938,6076483,-1040799,-7510637,464322,1029019
446,-124950,-8388608,5298016,6076256,-1040561,-7509657,464450,1029451
447,-125323,-8388608,5298081,6076016,-1040309,-7508702,464683,1030148
448,-125644,-8388608,5298063,6075773,-1040036,-7507599,464865,1030713
449,-125997,-8388608,5298063,6075501,-1039757,-7506234,465094,1031351
450,-126289,-8388608,5298072,6075263,-1039437,-7505414,465261,1031791
451,-126409,-8388608,5298005,6075018,-1039168,-7505042,465373,1031996
452,-126462,-8388608,5297940,6074716,-1038888,-7504762,465401,1032014
453,-126537,-8388608,5297886,6074380,-1038602,-7504146,465423,1032007
454,-126586,-8388608,5297763,6074073,-1038362,-7503785,465471,1032079
455,-126561,-8388608,5297673,6073737,-1038127,-7503368,465523,1032053
456,-126414,-8388608,5297523,6073397,-1037851,-7502610,465483,1031783
457,-126209,-8388608,5297362,6073019,-1037639,-7501805,465421,1031331
458,-125968,-8388608,5297198,6072672,-1037391,-7501197,465342,1030864
459,-125637,-8388608,5297021,6072314,-1037183,-7500857,465321,1030346
460,-125381,-8388608,5296895,6071969,-1036988,-7500587,465363,1030024
461,-125290,-8388608,5296838,6071683,-1036760,-7500455,465431,1029971
462,-125310,-8388608,5296788,6071451,-1036548,-7500092,465566,1030168
463,-125609,-8388608,5296746,6071205,-1036276,-7499308,465753,1030653
464,-125992,-8388608,5296640,6070962,-1036027,-7498322,465846,1031204
465,-126316,-8388608,5296531,6070769,-1035734,-7497443,465932,1031645
466,-126711,-8388608,5296399,6070561,-1035471,-7496438,466113,1032224
467,-126957,-8388608,5296223,6070302,-1035252,-7495528,466174,1032521
468,-127031,-8388608,5296044,6070079,-1035086,-7495124,466166,1032640
469,-127089,-8388608,5295917,6069881,-1034929,-7494727,466220,1032723
470,-127116,-8388608,5295790,6069697,-1034769,-7494126,466277,1032779
471,-127087,-8388608,5295618,6069498,-1034562,-7493032,466203,1032518
472,-127049,-8388608,5295373,6069343,-1034434,-7491661,466089,1032294
473,-126913,-8388608,5295123,6069177,-1034342,-7490714,466022,1032064
474,-126699,-8388608,5294948,6068988,-1034240,-7488840,465932,1031771
475,-126429,-8388608,5294778,6068811,-1034159,-7487152,465800,1031358
476,-126029,-8388608,5294626,6068645,-1034086,-7486292,465572,1030704
477,-126711,-8388608,5296399,6070561,-1035471,-7496438,466113,1032224
478,-126957,-8388608,5296223,6070302,-1035252,-7495528,466174,1032521
479,-127031,-8388608,5296044,6070079,-1035086,-7495124,466166,1032640
480,-127089,-8388608,5295917,6069881,-1034929,-7494727,466220,1032723
481,-127116,-8388608,5295790,6069697,-1034769,-7494126,466277,1032779
482,-127087,-8388608,5295618,6069498,-1034562,-7493032,466203,1032518
483,-127049,-8388608,5295373,6069343,-1034434,-7491661,466089,1032294
484,-126913,-8388608,5295123,6069177,-1034342,-7490714,466022,1032064
485,-126699,-8388608,5294948,6068988,-1034240,-7488840,465932,1031771
486,-126429,-8388608,5294778,6068811,-1034159,-7487152,465800,1031358
487,-126029,-8388608,5294626,6068645,-1034086,-7486292,465572,1030704
488,-125829,-8388608,5294503,6068513,-1034014,-7485725,465438,1030339
489,-125802,-8388608,5294388,6068390,-1033939,-7484824,465387,1030251
490,-125914,-8388608,5294334,6068293,-1033875,-7484189,465458,1030556
491,-126276,-8388608,5294275,6068278,-1033786,-7483350,465591,1031183
492,-126612,-8388608,5294214,6068236,-1033674,-7481988,465753,1031797
493,-126919,-8388608,5294164,6068215,-1033579,-7480541,465913,1032312
494,-127249,-8388608,5294083,6068218,-1033517,-7478963,465998,1032812
495,-127440,-8388608,5293978,6068170,-1033508,-7477194,466005,1033134
496,-127484,-8388608,5293861,6068112,-1033464,-7475856,465993,1033194
497,-127546,-8388608,5293704,6068074,-1033467,-7475347,465969,1033269
498,-127582,-8388608,5293633,6068028,-1033488,-7475067,465956,1033364
499,-127571,-8388608,5293552,6068004,-1033468,-7474887,465899,1033318
500,-127456,-8388608,5293389,6067950,-1033472,-7474816,465796,1033088
501,-127264,-8388608,5293218,6067887,-1033509,-7474840,465614,1032694
502,-127029,-8388608,5293068,6067836,-1033563,-7474654,465435,1032226
503,-126727,-8388608,5292926,6067824,-1033634,-7474401,465329,1031766
504,-126357,-8388608,5292851,6067788,-1033718,-7474464,465206,1031326
505,-126194,-8388608,5292804,6067726,-1033770,-7474111,465176,1031149
506,-126204,-8388608,5292789,6067753,-1033790,-7473491,465193,1031219
507,-126405,-8388608,5292748,6067802,-1033804,-7472807,465271,1031599
508,-126771,-8388608,5292764,6067808,-1033799,-7472106,465328,1032118
509,-127105,-8388608,5292693,6067824,-1033827,-7471328,465391,1032644
510,-127507,-8388608,5292578,6067835,-1033844,-7470184,465529,1033247
511,-127787,-8388608,5292461,6067851,-1033814,-7468846,465532,1033547
512,-127894,-8388608,5292256,6067811,-1033809,-7467594,465434,1033563
513,-127981,-8388608,5292054,6067807,-1033891,-7466931,465446,1033746
514,-128038,-8388608,5291941,6067809,-1033984,-7466452,465565,1033991
515,-128077,-8388608,5291870,6067793,-1034033,-7466049,465554,1034067
516,-128060,-8388608,5291755,6067766,-1034036,-7465615,465452,1033886
517,-127944,-8388608,5291583,6067727,-1034076,-7465174,465373,1033601
518,-127741,-8388608,5291491,6067699,-1034129,-7464996,465306,1033293
519,-127476,-8388608,5291403,6067638,-1034185,-7464539,465181,1032864
520,-127161,-8388608,5291261,6067549,-1034276,-7464312,465042,1032443
521,-126906,-8388608,5291194,6067494,-1034339,-7464232,465039,1032204
522,-126776,-8388608,5291239,6067477,-1034380,-7463852,465026,1032078
523,-126874,-8388608,5291183,6067423,-1034342,-7463103,465060,1032236
524,-127202,-8388608,5291209,6067398,-1034314,-7462140,465225,1032828
525,-127571,-8388608,5291227,6067332,-1034296,-7461407,465358,1033379
526,-127927,-8388608,5291177,6067266,-1034210,-7460772,465418,1033718
527,-128261,-8388608,5291064,6067193,-1034120,-7460347,465591,1034309
528,-128513,-8388608,5290991,6067128,-1034050,-7459761,465766,1034776
529,-128578,-8388608,5290951,6066987,-1033909,-7458514,465701,1034511
530,-128679,-8388608,5290767,6066823,-1033759,-7457361,465617,1034436
531,-128710,-8388608,5290588,6066673,-1033692,-7456859,465794,1034783
532,-128762,-8388608,5290589,6066542,-1033649,-7456674,465949,1035096
533,-128730,-8388608,5290611,6066383,-1033536,-7456507,465998,1035041
534,-128572,-8388608,5290559,6066177,-1033404,-7456129,465959,1034706
535,-128319,-8388608,5290478,6065986,-1033288,-7455671,465891,1034254
536,-128021,-8388608,5290418,6065784,-1033129,-7455259,465855,1033902
537,-127636,-8388608,5290405,6065509,-1032962,-7454538,465824,1033365
538,-127388,-8388608,5290409,6065215,-1032762,-7453236,465833,1032979
539,-127287,-8388608,5290443,6064942,-1032549,-7452238,465899,1032869
540,-127471,-8388608,5290468,6064715,-1032299,-7450848,466064,1033185
541,-127831,-8388608,5290426,6064517,-1031999,-7449199,466377,1033929
542,-128201,-8388608,5290223,6064315,-1031712,-7448221,466613,1034551
543,-128520,-8388608,5290203,6064073,-1031480,-7447707,466783,1035124
544,-128832,-8388608,5290204,6063823,-1031181,-7447061,467048,1035714
545,-129027,-8388608,5290166,6063555,-1030900,-7446559,467188,1036046
546,-129073,-8388608,5290133,6063234,-1030564,-7446308,467254,1036106
547,-129111,-8388608,5290044,6062874,-1030227,-7446209,467414,1036148
548,-129127,-8388608,5289903,6062501,-1029862,-7445751,467531,1036224
549,-129081,-8388608,5289778,6062116,-1029501,-7445016,467589,1036213
550,-128991,-8388608,5289684,6061688,-1029159,-7444507,467626,1035965
551,-128744,-8388608,5289499,6061247,-1028810,-7443570,467568,1035555
552,-128464,-8388608,5289313,6060810,-1028466,-7442481,467522,1035098
553,-128172,-8388608,5289154,6060366,-1028146,-7441861,467474,1034633
554,-127901,-8388608,5288999,6059949,-1027794,-7440862,467457,1034138
555,-127745,-8388608,5288875,6059509,-1027428,-7439693,467467,1033830
556,-127780,-8388608,5288748,6059129,-1027081,-7438552,467556,1033900
557,-127970,-8388608,5288652,6058794,-1026746,-7436532,467697,1034326
558,-128303,-8388608,5288554,6058478,-1026371,-7434846,467920,1034911
559,-128619,-8388608,5288386,6058118,-1025983,-7433944,468114,1035380
560,-128953,-8388608,5288244,6057809,-1025615,-7433015,468345,1035891
561,-129278,-8388608,5288061,6057461,-1025236,-7432168,468581,1036416
562,-129402,-8388608,5287843,6057134,-1024909,-7431325,468626,1036528
563,-129483,-8388608,5287602,6056831,-1024611,-7430249,468628,1036586
564,-129529,-8388608,5287360,6056541,-1024336,-7428649,468638,1036651
565,-129567,-8388608,5287189,6056243,-1024055,-7426925,468651,1036619
566,-129560,-8388608,5286966,6055983,-1023791,-7425442,468595,1036481
567,-129427,-8388608,5286727,6055719,-1023561,-7424152,468538,1036126
568,-129232,-8388608,5286532,6055478,-1023375,-7423067,468421,1035743
569,-129011,-8388608,5286324,6055277,-1023210,-7421790,468258,1035372
570,-128666,-8388608,5286111,6055067,-1023057,-7420988,468117,1034781
571,-128387,-8388608,5285893,6054859,-1022912,-7420464,468015,1034286
572,-128300,-8388608,5285794,6054705,-1022756,-7419657,467929,1034077
573,-128356,-8388608,5285667,6054582,-1022609,-7417876,467925,1034266
574,-128620,-8388608,5285582,6054525,-1022464,-7415491,467993,1034738
575,-128987,-8388608,5285489,6054504,-1022299,-7414251,468099,1035371
576,-129303,-8388608,5285424,6054449,-1022182,-7413235,468188,1035896
577,-129630,-8388608,5285338,6054425,-1022088,-7412022,468223,1036374
578,-129917,-8388608,5285239,6054405,-1021964,-7410330,468249,1036820
579,-129232,-8388608,5286532,6055478,-1023375,-7423067,468421,1035743
580,-129011,-8388608,5286324,6055277,-1023210,-7421790,468258,1035372
581,-128666,-8388608,5286111,6055067,-1023057,-7420988,468117,1034781
582,-128387,-8388608,5285893,6054859,-1022912,-7420464,468015,1034286
583,-128300,-8388608,5285794,6054705,-1022756,-7419657,467929,1034077
584,-128356,-8388608,5285667,6054582,-1022609,-7417876,467925,1034266
585,-128620,-8388608,5285582,6054525,-1022464,-7415491,467993,1034738
586,-128987,-8388608,5285489,6054504,-1022299,-7414251,468099,1035371
587,-129303,-8388608,5285424,6054449,-1022182,-7413235,468188,1035896
588,-129630,-8388608,5285338,6054425,-1022088,-7412022,468223,1036374
589,-129917,-8388608,5285239,6054405,-1021964,-7410330,468249,1036820
590,-130009,-8388608,5285119,6054351,-1021902,-7408709,468189,1036897
591,-130046,-8388608,5285010,6054364,-1021869,-7407299,468091,1036946
592,-130064,-8388608,5284901,6054359,-1021908,-7406019,468023,1036939
593,-130097,-8388608,5284746,6054379,-1022074,-7405005,467987,1036955
594,-130046,-8388608,5284638,6054383,-1022163,-7403914,467943,1036780
595,-129864,-8388608,5284520,6054371,-1022211,-7402794,467810,1036461
596,-129711,-8388608,5284360,6054376,-1022256,-7401474,467621,1036090
597,-129472,-8388608,5284184,6054318,-1022321,-7400563,467474,1035569
598,-129146,-8388608,5284014,6054266,-1022398,-7399952,467290,1035002
599,-128947,-8388608,5283934,6054251,-1022473,-7398096,467156,1034586
600,-128912,-8388608,5283871,6054224,-1022576,-7395975,467136,1034512
601,-129056,-8388608,5283830,6054241,-1022641,-7394750,467124,1034761
602,-129422,-8388608,5283812,6054283,-1022682,-7393899,467237,1035406
603,-129767,-8388608,5283790,6054327,-1022696,-7392786,467356,1035974
604,-130114,-8388608,5283733,6054319,-1022701,-7391818,467553,1036628
605,-130466,-8388608,5283708,6054324,-1022758,-7391088,467672,1037256
606,-130677,-8388608,5283668,6054314,-1022834,-7390504,467718,1037506
607,-130726,-8388608,5283588,6054310,-1022874,-7389894,467591,1037338
608,-130778,-8388608,5283410,6054228,-1022884,-7389069,467443,1037144
609,-130881,-8388608,5283214,6054157,-1022939,-7388426,467445,1037199
610,-130920,-8388608,5283071,6054093,-1023060,-7388083,467493,1037320
611,-130789,-8388608,5282988,6054004,-1023137,-7387986,467431,1037117
612,-130625,-8388608,5282852,6053926,-1023239,-7387701,467356,1036787
613,-130381,-8388608,5282696,6053809,-1023306,-7387092,467199,1036213
614,-130107,-8388608,5282547,6053684,-1023339,-7386256,466951,1035368
615,-129785,-8388608,5282402,6053559,-1023384,-7385359,466684,1034567
616,-129626,-8388608,5282268,6053438,-1023427,-7384827,466573,1034256
617,-129637,-8388608,5282149,6053326,-1023552,-7385173,466738,1034520
618,-129907,-8388608,5282199,6053268,-1023626,-7385279,466958,1035123
619,-130256,-8388608,5282259,6053220,-1023622,-7384871,467129,1035772
620,-130539,-8388608,5282249,6053168,-1023602,-7384420,467219,1036159
621,-130906,-8388608,5282191,6053089,-1023538,-7383914,467253,1036522
622,-131246,-8388608,5282131,6053005,-1023496,-7383173,467235,1036764
623,-131416,-8388608,5282029,6052871,-1023479,-7382746,467265,1036994
624,-131465,-8388608,5281979,6052785,-1023491,-7382515,467353,1037244
625,-130107,-8388608,5282547,6053684,-1023339,-7386256,466951,1035368
626,-129785,-8388608,5282402,6053559,-1023384,-7385359,466684,1034567
627,-129626,-8388608,5282268,6053438,-1023427,-7384827,466573,1034256
628,-129637,-8388608,5282149,6053326,-1023552,-7385173,466738,1034520
629,-129907,-8388608,5282199,6053268,-1023626,-7385279,466958,1035123
630,-130256,-8388608,5282259,6053220,-1023622,-7384871,467129,1035772
631,-130539,-8388608,5282249,6053168,-1023602,-7384420,467219,1036159
632,-130906,-8388608,5282191,6053089,-1023538,-7383914,467253,1036522
633,-131246,-8388608,5282131,6053005,-1023496,-7383173,467235,1036764
634,-131416,-8388608,5282029,6052871,-1023479,-7382746,467265,1036994
635,-131465,-8388608,5281979,6052785,-1023491,-7382515,467353,1037244
636,-131477,-8388608,5282045,6052722,-1023524,-7382378,467507,1037506
637,-131488,-8388608,5282101,6052618,-1023523,-7382184,467560,1037560
638,-131429,-8388608,5282143,6052540,-1023492,-7381542,467449,1037366
639,-131287,-8388608,5282058,6052367,-1023451,-7380942,467298,1037005
640,-131074,-8388608,5282035,6052178,-1023419,-7380641,467155,1036562
641,-130807,-8388608,5282046,6051996,-1023351,-7380589,467001,1036027
642,-130503,-8388608,5282038,6051828,-1023315,-7380652,466887,1035512
643,-130186,-8388608,5282116,6051646,-1023287,-7380616,466770,1034961
